My ID System,Name german,Name english,Sprite,Shiny Sprite,Nom français
130_m,Garados ♂,Gyarados ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0130_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0130_000_md_n_00000000_f_r.png,Léviator ♂
130_w,Garados ♀,Gyarados ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0130_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0130_000_fd_n_00000000_f_r.png,Léviator ♀
130_mega,Mega Garados,Mega Gyarados,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0130_001_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0130_001_mf_n_00000000_f_r.png,Méga Léviator
131,Lapras,Lapras,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0131_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0131_000_mf_n_00000000_f_r.png,Lokhlass
131_gmax,Gmax Lapras,Gmax Lapras,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0131_000_mf_g_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0131_000_mf_g_00000000_f_r.png,Lokhlass Gigamax
132,Ditto,Ditto,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0132_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0132_000_uk_n_00000000_f_r.png,Métamorph
133,Evoli,Eevee,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0133_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0133_000_md_n_00000000_f_r.png,Évoli
133_m,Evoli ♂,Eevee ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0133_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0133_000_md_n_00000000_f_r.png,Évoli ♂
133_w,Evoli ♀,Eevee ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0133_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0133_000_fd_n_00000000_f_r.png,Évoli ♀
133_partner,Partner Evoli,Partner Eevee,https://archives.bulbagarden.net/media/upload/thumb/1/10/0133Eevee_PE.png/1024px-0133Eevee_PE.png,,Évoli partenaire
133_gmax,Gmax Evoli,Gmax Eevee,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0133_000_mf_g_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0133_000_mf_g_00000000_f_r.png,Évoli Gigamax
134,Aquana,Vaporeon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0134_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0134_000_mf_n_00000000_f_r.png,Aquali
135,Blitza,Jolteon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0135_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0135_000_mf_n_00000000_f_r.png,Voltali
136,Flamara,Flareon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0136_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0136_000_mf_n_00000000_f_r.png,Pyroli
137,Porygon,Porygon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0137_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0137_000_uk_n_00000000_f_r.png,Porygon
138,Amonitas,Omanyte,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0138_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0138_000_mf_n_00000000_f_r.png,Amonita
139,Amororso,Omastar,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0139_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0139_000_mf_n_00000000_f_r.png,Amonistar
140,Kabuto,Kabuto,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0140_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0140_000_mf_n_00000000_f_r.png,Kabuto
141,Kabutops,Kabutops,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0141_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0141_000_mf_n_00000000_f_r.png,Kabutops
142,Aerodactyl,Aerodactyl,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0142_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0142_000_mf_n_00000000_f_r.png,Ptéra
142_mega,Mega Aerodactyl,Mega Aerodactyl,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0142_001_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0142_001_mf_n_00000000_f_r.png,Méga Ptéra
143,Relaxo,Snorlax,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0143_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0143_000_mf_n_00000000_f_r.png,Ronflex
143_gmax,Gmax Relaxo,Gmax Snorlax,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0143_000_mf_g_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0143_000_mf_g_00000000_f_r.png,Ronflex Gigamax
144,Arktos,Articuno,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0144_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0144_000_uk_n_00000000_f_r.png,Artikodin
144_galar,Galark Arktos,Galarian Articuno,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0144_001_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0144_001_uk_n_00000000_f_r.png,Artikodin de galar
145,Zapdos,Zapdos,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0145_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0145_000_uk_n_00000000_f_r.png,Électhor
145_galar,Galar Zapdos,Galarian Zapdos,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0145_001_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0145_001_uk_n_00000000_f_r.png,Électhor de galar
146,Lavados,Moltres,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0146_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0146_000_uk_n_00000000_f_r.png,Sulfura
146_galar,Galar Lavados,Galarian Moltres,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0146_001_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0146_001_uk_n_00000000_f_r.png,Sulfura de galar
147,Dratini,Dratini,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0147_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0147_000_mf_n_00000000_f_r.png,Minidraco
148,Dragonir,Dragonair,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0148_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0148_000_mf_n_00000000_f_r.png,Draco
149,Dragoran,Dragonite,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0149_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0149_000_mf_n_00000000_f_r.png,Dracolosse
149_mega,Mega Dragoran,Mega Dragonite,https://media.bisafans.de/b7c173e//pokemon/artwork/149-mega.png,,Méga Dracolosse
150,Mewtu,Mewtwo,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0150_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0150_000_uk_n_00000000_f_r.png,Mewtwo
150_mega_x,Mega Mewtu X,Mega Mewtwo X,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0150_001_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0150_001_uk_n_00000000_f_r.png,Méga Mewtwo X
150_mega_y,Mega Mewtu Y,Mega Mewtwo Y,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0150_002_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0150_002_uk_n_00000000_f_r.png,Méga Mewtwo Y
151,Mew,Mew,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0151_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0151_000_uk_n_00000000_f_r.png,Mew
152,Endivie,Chikorita,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0152_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0152_000_mf_n_00000000_f_r.png,Germignon
153,Lorblatt,Bayleef,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0153_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0153_000_mf_n_00000000_f_r.png,Macronium
154,Meganie,Meganium,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0154_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0154_000_md_n_00000000_f_r.png,Méganium
154_m,Meganie ♂,Meganium ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0154_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0154_000_md_n_00000000_f_r.png,Méganium ♂
154_w,Meganie ♀,Meganium ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0154_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0154_000_fd_n_00000000_f_r.png,Méganium ♀
154_mega,Mega Meganie,Mega Meganium,https://media.bisafans.de/b7c173e//pokemon/artwork/154-mega.png,,Méga Méganium
155,Feurigel,Cyndaquil,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0155_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0155_000_mf_n_00000000_f_r.png,Héricendre
156,Igelavar,Quilava,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0156_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0156_000_mf_n_00000000_f_r.png,Feurisson
157,Tornupto,Typhlosion,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0157_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0157_000_mf_n_00000000_f_r.png,Typhlosion
157_hisui,Hisui Tornupto,Hisuian Typhlosion,https://www.pokewiki.de/images/e/ed/Pokémonsprite_157a_HOME.png,https://www.pokewiki.de/images/4/4c/Pokémonsprite_157a_Schillernd_HOME.png,Typhlosion de hisui
158,Karnimani,Totodile,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0158_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0158_000_mf_n_00000000_f_r.png,Kaiminus
159,Tyracroc,Croconaw,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0159_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0159_000_mf_n_00000000_f_r.png,Crocrodil
160,Impergator,Feraligatr,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0160_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0160_000_mf_n_00000000_f_r.png,Aligatueur
160_mega,Mega Impergator,Mega Feraligatr,https://media.bisafans.de/b7c173e//pokemon/artwork/160-mega.png,,Méga Aligatueur
161,Wiesor,Sentret,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0161_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0161_000_mf_n_00000000_f_r.png,Fouinette
162,Wiesenior,Furret,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0162_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0162_000_mf_n_00000000_f_r.png,Fouinar
163,Hoothoot,Hoothoot,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0163_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0163_000_mf_n_00000000_f_r.png,Hoothoot
164,Noctuh,Noctowl,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0164_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0164_000_mf_n_00000000_f_r.png,Noarfang
165,Ledyba,Ledyba,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0165_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0165_000_md_n_00000000_f_r.png,Coxy
165_m,Ledyba ♂,Ledyba ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0165_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0165_000_md_n_00000000_f_r.png,Coxy ♂
165_w,Ledyba ♀,Ledyba ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0165_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0165_000_fd_n_00000000_f_r.png,Coxy ♀
166,Ledian,Ledian,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0166_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0166_000_md_n_00000000_f_r.png,Coxyclaque
166_m,Ledian ♂,Ledian ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0166_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0166_000_md_n_00000000_f_r.png,Coxyclaque ♂
166_w,Ledian ♀,Ledian ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0166_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0166_000_fd_n_00000000_f_r.png,Coxyclaque ♀
167,Webarak,Spinarak,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0167_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0167_000_mf_n_00000000_f_r.png,Mimigal
168,Ariados,Ariados,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0168_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0168_000_mf_n_00000000_f_r.png,Migalos
169,Iksbat,Crobat,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0169_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0169_000_mf_n_00000000_f_r.png,Nostenfer
170,Lampi,Chinchou,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0170_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0170_000_mf_n_00000000_f_r.png,Loupio
171,Lanturn,Lanturn,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0171_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0171_000_mf_n_00000000_f_r.png,Lanturn
172,Pichu,Pichu,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0172_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0172_000_mf_n_00000000_f_r.png,Pichu
172_strubbelohr,Strubbelohr Pichu,Spiky Eared Pichu,https://images.wikidexcdn.net/mwuploads/wikidex/4/41/latest/20091230180203/Pichu_pel%C3%ADcula_12.png,,Pichu trois épis
173,Pii,Cleffa,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0173_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0173_000_mf_n_00000000_f_r.png,Mélo
174,Fluffeluff,Igglybuff,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0174_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0174_000_mf_n_00000000_f_r.png,Toudoudou
175,Togepi,Togepi,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0175_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0175_000_mf_n_00000000_f_r.png,Togepi
176,Togetic,Togetic,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0176_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0176_000_mf_n_00000000_f_r.png,Togetic
177,Natu,Natu,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0177_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0177_000_mf_n_00000000_f_r.png,Natu
178,Xatu,Xatu,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0178_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0178_000_md_n_00000000_f_r.png,Xatu
178_m,Xatu ♂,Xatu ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0178_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0178_000_md_n_00000000_f_r.png,Xatu ♂
178_w,Xatu ♀,Xatu ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0178_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0178_000_fd_n_00000000_f_r.png,Xatu ♀
179,Voltilamm,Mareep,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0179_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0179_000_mf_n_00000000_f_r.png,Wattouat
180,Waaty,Flaaffy,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0180_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0180_000_mf_n_00000000_f_r.png,Lainergie
181,Ampharos,Ampharos,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0181_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0181_000_mf_n_00000000_f_r.png,Pharamp
181_mega,Mega Ampharos,Mega Ampharos,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0181_001_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0181_001_mf_n_00000000_f_r.png,Méga Pharamp
182,Blubella,Bellossom,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0182_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0182_000_mf_n_00000000_f_r.png,Joliflor
183,Marill,Marill,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0183_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0183_000_mf_n_00000000_f_r.png,Marill
184,Azumarill,Azumarill,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0184_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0184_000_mf_n_00000000_f_r.png,Azumarill
185,Mogelbaum,Sudowoodo,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0185_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0185_000_md_n_00000000_f_r.png,Simularbre
185_m,Mogelbaum ♂,Sudowoodo ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0185_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0185_000_md_n_00000000_f_r.png,Simularbre ♂
185_w,Mogelbaum ♀,Sudowoodo ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0185_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0185_000_fd_n_00000000_f_r.png,Simularbre ♀
186,Quaxo,Politoed,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0186_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0186_000_md_n_00000000_f_r.png,Tarpaud
186_m,Quaxo ♂,Politoed ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0186_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0186_000_md_n_00000000_f_r.png,Tarpaud ♂
186_w,Quaxo ♀,Politoed ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0186_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0186_000_fd_n_00000000_f_r.png,Tarpaud ♀
187,Hoppspross,Hoppip,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0187_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0187_000_mf_n_00000000_f_r.png,Granivol
188,Hubelupf,Skiploom,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0188_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0188_000_mf_n_00000000_f_r.png,Floravol
189,Papungha,Jumpluff,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0189_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0189_000_mf_n_00000000_f_r.png,Cotovol
190,Griffel,Aipom,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0190_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0190_000_md_n_00000000_f_r.png,Capumain
190_m,Griffel ♂,Aipom ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0190_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0190_000_md_n_00000000_f_r.png,Capumain ♂
190_w,Griffel ♀,Aipom ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0190_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0190_000_fd_n_00000000_f_r.png,Capumain ♀
191,Sonnkern,Sunkern,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0191_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0191_000_mf_n_00000000_f_r.png,Tournegrin
192,Sonnflora,Sunflora,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0192_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0192_000_mf_n_00000000_f_r.png,Héliatronc
193,Yanma,Yanma,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0193_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0193_000_mf_n_00000000_f_r.png,Yanma
194,Felino,Wooper,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0194_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0194_000_md_n_00000000_f_r.png,Axoloto
194_m,Felino ♂,Wooper ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0194_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0194_000_md_n_00000000_f_r.png,Axoloto ♂
194_w,Felino ♀,Wooper ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0194_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0194_000_fd_n_00000000_f_r.png,Axoloto ♀
194_paldea,Paldea Felino,Paldean Wooper,https://www.pokewiki.de/images/e/e5/Pokémonsprite_194a_HOME.png,https://www.pokewiki.de/images/a/ac/Pokémonsprite_194a_Schillernd_HOME.png,Axoloto de paldea
195,Morlord,Quagsire,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0195_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0195_000_md_n_00000000_f_r.png,Maraiste
195_m,Morlord ♂,Quagsire ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0195_000_md_n_00000000_b_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0195_000_md_n_00000000_b_r.png,Maraiste ♂
195_w,Morlord ♀,Quagsire ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0195_000_fd_n_00000000_b_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0195_000_fd_n_00000000_b_r.png,Maraiste ♀
196,Psiana,Espeon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0196_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0196_000_mf_n_00000000_f_r.png,Mentali
197,Nachtara,Umbreon,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0197_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0197_000_mf_n_00000000_f_r.png,Noctali
198,Kramurx,Murkrow,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0198_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0198_000_md_n_00000000_f_r.png,Cornèbre
198_m,Kramurx ♂,Murkrow ♂,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0198_000_md_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0198_000_md_n_00000000_f_r.png,Cornèbre ♂
198_w,Kramurx ♀,Murkrow ♀,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0198_000_fd_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0198_000_fd_n_00000000_f_r.png,Cornèbre ♀
199,Laschoking,Slowking,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0199_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0199_000_mf_n_00000000_f_r.png,Roigada
199_galar,Galar Laschoking,Galarian Slowking,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0199_001_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0199_001_mf_n_00000000_f_r.png,Roigada de galar
200,Traunfugil,Misdreavus,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0200_000_mf_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0200_000_mf_n_00000000_f_r.png,Feuforêve
201,Icognito,Unown,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_000_uk_n_00000000_f_r.png,Zarbi
201_a,Icognito-A,Unown-A,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_000_uk_n_00000000_f_n.png,https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_000_uk_n_00000000_f_r.png,Zarbi A
